縣市區,年,月,毒品案件數,派出所數量,集會次數,宗教團體數,竊盜案件數,學校數,離婚筆數,交通案件數,青少年犯罪數(竊盜)
臺中市中南區,107,5月,17,4,0,28,1,0,226,215,1
臺中市中南區,107,6月,8,4,0,28,2,0,226,195,0
臺中市中南區,107,7月,9,4,0,28,2,0,226,176,1
臺中市中南區,107,8月,10,4,1,28,2,0,226,182,1
臺中市中南區,107,9月,6,4,1,28,2,0,226,182,0
臺中市中東區,107,1月,20,3,0,30,5,0,237,240,1
臺中市中東區,107,2月,10,3,1,30,2,0,237,183,1
臺中市中東區,107,3月,15,3,1,30,0,0,237,238,0
臺中市中東區,107,4月,22,3,0,30,1,0,237,132,0
臺中市中東區,107,5月,9,3,0,30,3,0,237,133,1
臺中市中東區,107,6月,12,3,0,30,0,0,237,135,0
臺中市中東區,107,7月,13,3,0,30,4,0,237,111,0
臺中市中東區,107,8月,16,3,0,30,4,0,237,87,0
臺中市中東區,107,9月,8,3,1,30,3,0,237,39,0
臺中市西區,107,1月,23,4,0,30,1,0,207,299,1
臺中市西區,107,2月,15,4,1,30,1,0,207,284,1
臺中市西區,107,3月,19,4,0,30,4,0,207,345,1
臺中市西區,107,4月,19,4,0,30,0,0,207,233,0
臺中市西區,107,5月,23,4,0,30,2,0,207,226,1
臺中市西區,107,6月,8,4,0,30,2,0,207,266,1
臺中市西區,107,7月,17,4,1,30,3,0,207,261,1
臺中市西區,107,8月,21,4,1,30,1,0,207,239,1
臺中市西區,107,9月,10,4,1,30,0,0,207,224,0
臺中市和平區,107,7月,0,15,1,13,0,10,0,4,0
臺中市新社區,107,8月,0,4,1,30,1,11,0,5,0
臺北市中山區,107,1月,76,9,1,79,7,34,229,260,1
臺北市中山區,107,2月,65,9,1,79,4,34,229,189,1
臺北市中山區,107,3月,64,9,1,79,4,34,229,216,0
臺北市中山區,107,4月,52,9,1,79,5,34,229,203,1
臺北市中山區,107,5月,81,9,0,79,4,34,229,246,1
臺北市中山區,107,6月,90,9,0,79,9,34,229,207,1
臺北市中山區,107,7月,69,9,1,79,8,34,229,221,1
臺北市中山區,107,8月,80,9,0,79,8,34,229,224,0
臺北市中山區,107,9月,54,9,1,79,4,34,229,253,1
臺北市中正區,107,1月,27,12,1,50,3,28,183,173,1
臺北市中正區,107,2月,13,12,1,50,5,28,183,99,0
臺北市中正區,107,3月,18,12,1,50,4,28,183,159,0
臺北市中正區,107,4月,16,12,1,50,2,28,183,164,1
臺北市中正區,107,5月,12,12,1,50,5,28,183,172,1
臺北市中正區,107,6月,5,12,1,50,4,28,183,189,0
臺北市中正區,107,7月,21,12,1,50,3,28,183,167,1
臺北市中正區,107,8月,11,12,1,50,7,28,183,191,1
臺北市中正區,107,9月,16,12,1,50,1,28,183,164,1
臺北市信義區,107,1月,36,6,1,42,5,28,208,200,1
臺北市信義區,107,2月,26,6,1,42,0,28,208,175,1
臺北市信義區,107,3月,26,6,1,42,1,28,208,178,1
臺北市信義區,107,4月,32,6,1,42,2,28,208,175,1
臺北市信義區,107,5月,20,6,1,42,4,28,208,216,1
臺北市信義區,107,6月,24,6,1,42,4,28,208,154,0
臺北市信義區,107,7月,34,6,1,42,3,28,208,196,1
臺北市信義區,107,8月,36,6,1,42,7,28,208,178,1
臺北市信義區,107,9月,28,6,1,42,2,28,208,177,0
臺北市內湖區,107,1月,31,10,0,23,5,40,216,199,1
臺北市內湖區,107,2月,12,10,0,23,2,40,216,139,0
臺北市內湖區,107,3月,19,10,0,23,4,40,216,198,1
臺北市內湖區,107,4月,17,10,0,23,2,40,216,169,0
臺北市內湖區,107,5月,26,10,0,23,5,40,216,153,1
臺北市內湖區,107,6月,6,10,0,23,3,40,216,186,1
臺北市內湖區,107,7月,21,10,0,23,4,40,216,162,1
臺北市內湖區,107,8月,35,10,1,23,1,40,216,171,1
臺北市內湖區,107,9月,17,10,1,23,2,40,216,148,1
臺北市北投區,107,1月,29,10,1,65,7,40,203,206,1
臺北市北投區,107,2月,26,10,0,65,9,40,203,157,0
臺北市北投區,107,3月,14,10,0,65,9,40,203,226,1
臺北市北投區,107,4月,30,10,0,65,11,40,203,204,1
臺北市北投區,107,5月,30,10,0,65,4,40,203,199,1
臺北市北投區,107,6月,18,10,0,65,11,40,203,205,0
臺北市北投區,107,7月,22,10,1,65,7,40,203,179,1
臺北市北投區,107,8月,26,10,0,65,9,40,203,174,1
臺北市北投區,107,9月,20,10,1,65,8,40,203,216,0
臺北市南港區,107,1月,15,5,0,19,1,18,205,88,0
臺北市南港區,107,2月,14,5,0,19,3,18,205,67,1
臺北市南港區,107,3月,10,5,0,19,6,18,205,84,1
臺北市南港區,107,4月,16,5,0,19,5,18,205,64,0
臺北市南港區,107,5月,10,5,0,19,3,18,205,84,0
臺北市南港區,107,6月,10,5,0,19,6,18,205,72,1
臺北市南港區,107,7月,29,5,0,19,4,18,205,65,1
臺北市南港區,107,8月,21,5,0,19,2,18,205,71,0
臺北市南港區,107,9月,8,5,1,19,2,18,205,73,0
臺北市士林區,107,1月,30,11,1,57,10,47,193,115,0
臺北市士林區,107,2月,46,11,1,57,4,47,193,102,0
臺北市士林區,107,3月,49,11,1,57,4,47,193,158,1
臺北市士林區,107,4月,37,11,1,57,4,47,193,130,0
臺北市士林區,107,5月,32,11,1,57,7,47,193,152,1
臺北市士林區,107,6月,20,11,1,57,1,47,193,138,0
臺北市士林區,107,7月,30,11,1,57,3,47,193,137,1
臺北市士林區,107,8月,18,11,1,57,7,47,193,133,1
臺北市士林區,107,9月,19,11,1,57,8,47,193,147,0
臺北市大同區,107,1月,43,7,1,35,2,26,235,108,0
臺北市大同區,107,2月,17,7,1,35,3,26,235,87,0
臺北市大同區,107,3月,36,7,0,35,2,26,235,106,0
臺北市大同區,107,4月,34,7,0,35,3,26,235,76,1
臺北市大同區,107,5月,28,7,0,35,7,26,235,80,1
臺北市大同區,107,6月,29,7,0,35,3,26,235,88,0
臺北市大同區,107,7月,35,7,1,35,3,26,235,111,1
臺北市大同區,107,8月,30,7,0,35,4,26,235,93,1
臺北市大同區,107,9月,24,7,1,35,6,26,235,95,1
臺北市北大安區,107,1月,34,8,0,89,2,55,179,195,0
臺北市北大安區,107,2月,43,8,0,89,3,55,179,103,0
臺北市北大安區,107,3月,52,8,1,89,6,55,179,162,0
臺北市北大安區,107,4月,62,8,0,89,1,55,179,141,0
臺北市北大安區,107,5月,85,8,0,89,4,55,179,139,1
臺北市北大安區,107,6月,47,8,0,89,5,55,179,173,0
臺北市北大安區,107,7月,72,8,1,89,10,55,179,166,1
臺北市北大安區,107,8月,81,8,1,89,12,55,179,155,1
臺北市北大安區,107,9月,48,8,1,89,6,55,179,146,1
臺北市文山區,107,1月,35,10,0,37,2,57,193,156,1
臺北市文山區,107,2月,19,10,0,37,2,57,193,121,1
臺北市文山區,107,3月,21,10,0,37,4,57,193,178,1
臺北市文山區,107,4月,35,10,0,37,5,57,193,126,1
臺北市文山區,107,5月,35,10,0,37,6,57,193,161,1
臺北市文山區,107,6月,13,10,0,37,2,57,193,173,1
臺北市文山區,107,7月,31,10,0,37,4,57,193,141,1
臺北市文山區,107,8月,25,10,1,37,4,57,193,169,0
臺北市文山區,107,9月,11,10,1,37,1,57,193,188,1
臺北市松山區,107,1月,44,5,0,41,0,21,191,102,1
臺北市松山區,107,2月,30,5,1,41,2,21,191,60,0
臺北市松山區,107,3月,54,5,0,41,0,21,191,106,0
臺北市松山區,107,4月,33,5,1,41,0,21,191,85,1
臺北市松山區,107,5月,34,5,1,41,4,21,191,102,1
臺北市松山區,107,6月,33,5,1,41,0,21,191,83,0
臺北市松山區,107,7月,41,5,0,41,2,21,191,97,1
臺北市松山區,107,8月,34,5,1,41,3,21,191,93,0
臺北市松山區,107,9月,24,5,1,41,2,21,191,109,0
臺北市萬華區,107,1月,71,12,1,30,10,24,236,111,1
臺北市萬華區,107,2月,51,12,1,30,5,24,236,79,0
臺北市萬華區,107,3月,79,12,1,30,6,24,236,109,1
臺北市萬華區,107,4月,85,12,1,30,4,24,236,99,0
臺北市萬華區,107,5月,122,12,1,30,4,24,236,106,1
臺北市萬華區,107,6月,118,12,1,30,1,24,236,97,1
臺北市萬華區,107,7月,128,12,1,30,8,24,236,102,1
臺北市萬華區,107,8月,132,12,1,30,9,24,236,106,1
臺北市萬華區,107,9月,56,12,1,30,4,24,236,98,1
臺南市七股區,107,1月,2,5,0,42,0,13,251,22,0
臺南市七股區,107,2月,1,5,0,42,1,13,251,25,1
臺南市七股區,107,3月,3,5,0,42,1,13,251,24,0
臺南市七股區,107,4月,5,5,0,42,0,13,251,26,0
臺南市七股區,107,5月,1,5,0,42,0,13,251,20,0
臺南市七股區,107,6月,2,5,0,42,0,13,251,16,0
臺南市下營區,107,1月,5,2,0,39,0,6,185,21,0
臺南市下營區,107,2月,4,2,0,39,0,6,185,22,0
臺南市下營區,107,3月,1,2,0,39,1,6,185,19,0
臺南市下營區,107,6月,2,2,0,39,0,6,185,17,0
臺南市下營區,107,7月,2,2,0,39,1,6,185,30,0
臺南市中西區,107,1月,66,7,1,99,3,16,174,5,0
臺南市中西區,107,2月,20,7,0,99,7,16,174,138,0
臺南市中西區,107,3月,24,7,0,99,2,16,174,48,0
臺南市中西區,107,4月,23,7,1,99,0,16,174,51,1
臺南市中西區,107,5月,24,7,0,99,2,16,174,41,1
臺南市中西區,107,6月,20,7,0,99,4,16,174,47,0
臺南市中西區,107,7月,12,7,0,99,4,16,174,18,1
臺南市中西區,107,8月,19,7,1,99,3,16,174,0,1
臺南市中西區,107,9月,21,7,1,99,1,16,174,0,0
臺南市仁德區,107,1月,20,5,0,60,2,10,226,118,1
臺南市仁德區,107,2月,13,5,1,60,3,10,226,112,1
臺南市仁德區,107,3月,12,5,0,60,1,10,226,162,1
臺南市仁德區,107,4月,36,5,0,60,2,10,226,132,0
臺南市仁德區,107,5月,20,5,0,60,3,10,226,150,1
臺南市仁德區,107,6月,21,5,0,60,4,10,226,134,0
臺南市仁德區,107,7月,22,5,0,60,5,10,226,111,0
臺南市仁德區,107,8月,10,5,1,60,0,10,226,111,0
臺南市仁德區,107,9月,67,5,1,60,3,10,226,116,1
臺南市佳里區,107,1月,18,6,0,75,3,16,197,96,1
臺南市佳里區,107,2月,13,6,0,75,1,16,197,94,1
臺南市佳里區,107,3月,12,6,0,75,2,16,197,101,0
臺南市佳里區,107,4月,17,6,1,75,2,16,197,81,0
臺南市佳里區,107,5月,8,6,1,75,0,16,197,96,1
臺南市佳里區,107,6月,3,6,0,75,1,16,197,68,0
臺南市佳里區,107,7月,1,6,0,75,5,16,197,83,1
臺南市佳里區,107,8月,2,6,1,75,1,16,197,71,0
臺南市佳里區,107,9月,1,6,1,75,2,16,197,118,0
臺南市六甲區,107,1月,2,3,0,25,0,4,197,18,0
臺南市六甲區,107,2月,5,3,0,25,0,4,197,21,0
臺南市六甲區,107,3月,4,3,0,25,0,4,197,32,0
臺南市六甲區,107,4月,14,3,0,25,0,4,197,19,1
臺南市六甲區,107,5月,7,3,0,25,0,4,197,20,0
臺南市六甲區,107,6月,6,3,0,25,0,4,197,18,0
臺南市六甲區,107,7月,7,3,0,25,0,4,197,21,0
臺南市六甲區,107,8月,12,3,0,25,0,4,197,18,0
臺南市六甲區,107,9月,3,3,0,25,1,4,197,25,0
臺南市北門區,107,1月,4,3,0,37,0,7,169,2,0
臺南市北門區,107,2月,8,3,0,37,0,7,169,8,0
臺南市北門區,107,4月,4,3,0,37,0,7,169,3,0
臺南市北門區,107,5月,6,3,0,37,0,7,169,4,0
臺南市北門區,107,6月,4,3,0,37,0,7,169,4,0
臺南市北門區,107,7月,4,3,0,37,0,7,169,7,0
臺南市北門區,107,8月,1,3,0,37,0,7,169,4,0
臺南市南化區,107,1月,3,3,0,54,1,6,238,5,0
臺南市南化區,107,2月,1,3,0,54,0,6,238,2,0
臺南市南化區,107,3月,3,3,0,54,0,6,238,2,0
臺南市南化區,107,4月,1,3,0,54,0,6,238,5,0
臺南市南化區,107,6月,1,3,0,54,0,6,238,2,0
臺南市南化區,107,7月,3,3,0,54,0,6,238,1,0
臺南市南化區,107,8月,2,3,0,54,1,6,238,1,0
臺南市善化區,107,1月,9,5,1,40,1,11,187,86,0
臺南市善化區,107,2月,2,5,0,40,0,11,187,83,0
臺南市善化區,107,3月,4,5,0,40,4,11,187,80,0
臺南市善化區,107,4月,3,5,0,40,1,11,187,64,1
臺南市善化區,107,5月,2,5,0,40,0,11,187,116,0
臺南市善化區,107,6月,11,5,0,40,3,11,187,101,0
臺南市善化區,107,7月,7,5,0,40,1,11,187,89,0
臺南市善化區,107,8月,13,5,0,40,0,11,187,83,0
臺南市善化區,107,9月,5,5,1,40,0,11,187,91,0
臺南市大內區,107,1月,5,3,0,28,0,3,172,4,0
臺南市大內區,107,2月,1,3,0,28,0,3,172,4,0
臺南市學甲區,107,1月,5,5,0,47,1,6,141,26,0
臺南市學甲區,107,2月,4,5,0,47,2,6,141,17,0
臺南市學甲區,107,3月,5,5,0,47,0,6,141,19,1
臺南市學甲區,107,4月,7,5,0,47,0,6,141,27,1
臺南市學甲區,107,5月,4,5,0,47,0,6,141,23,0
臺南市學甲區,107,6月,1,5,0,47,0,6,141,33,0
臺南市學甲區,107,7月,3,5,0,47,1,6,141,26,0
臺南市學甲區,107,8月,3,5,1,47,1,6,141,25,0
臺南市學甲區,107,9月,1,5,1,47,1,6,141,23,0
臺南市安南區,107,1月,78,10,0,71,6,23,242,162,0
臺南市安南區,107,2月,35,10,0,71,3,23,242,0,1
臺南市安南區,107,3月,51,10,0,71,2,23,242,0,1
臺南市安南區,107,4月,47,10,1,71,3,23,242,0,1
臺南市安南區,107,5月,30,10,0,71,4,23,242,0,0
臺南市安南區,107,6月,25,10,1,71,2,23,242,0,1
臺南市安南區,107,7月,28,10,0,71,3,23,242,0,1
臺南市安南區,107,8月,20,10,1,71,1,23,242,0,1
臺南市安南區,107,9月,25,10,1,71,1,23,242,0,1
臺南市安定區,107,1月,6,4,0,26,2,4,236,28,0
臺南市安定區,107,2月,2,4,0,26,3,4,236,41,0
臺南市安定區,107,3月,7,4,0,26,1,4,236,41,0
臺南市安定區,107,4月,13,4,0,26,1,4,236,33,0
臺南市安定區,107,5月,12,4,0,26,3,4,236,25,0
臺南市安定區,107,6月,5,4,0,26,0,4,236,36,0
臺南市安定區,107,7月,3,4,0,26,2,4,236,47,0
臺南市安定區,107,8月,8,4,0,26,1,4,236,59,1
臺南市安定區,107,9月,2,4,1,26,0,4,236,46,0
臺南市安平區,107,1月,17,3,1,32,1,13,258,0,1
臺南市安平區,107,2月,6,3,1,32,1,13,258,47,1
臺南市安平區,107,3月,11,3,0,32,1,13,258,20,0
臺南市安平區,107,4月,9,3,1,32,1,13,258,14,1
臺南市安平區,107,5月,7,3,0,32,4,13,258,18,0
臺南市安平區,107,6月,8,3,0,32,0,13,258,32,0
臺南市安平區,107,7月,9,3,0,32,0,13,258,6,1
臺南市安平區,107,8月,7,3,1,32,1,13,258,0,0
臺南市安平區,107,9月,31,3,1,32,3,13,258,0,0
臺南市官田區,107,1月,4,4,0,32,0,7,219,34,0
臺南市官田區,107,2月,2,4,0,32,0,7,219,25,0
臺南市官田區,107,3月,3,4,0,32,0,7,219,34,0
臺南市官田區,107,4月,2,4,0,32,0,7,219,29,0
臺南市官田區,107,5月,4,4,0,32,1,7,219,25,0
臺南市官田區,107,6月,4,4,0,32,0,7,219,44,0
臺南市官田區,107,7月,9,4,0,32,0,7,219,32,0
臺南市官田區,107,8月,5,4,0,32,0,7,219,23,1
臺南市官田區,107,9月,1,4,0,32,1,7,219,30,0
臺南市將軍區,107,1月,12,4,0,29,0,6,140,8,0
臺南市將軍區,107,2月,4,4,0,29,0,6,140,8,0
臺南市將軍區,107,3月,2,4,0,29,0,6,140,10,0
臺南市將軍區,107,4月,4,4,0,29,0,6,140,9,0
臺南市將軍區,107,5月,1,4,0,29,0,6,140,9,0
臺南市將軍區,107,6月,4,4,0,29,0,6,140,12,0
臺南市將軍區,107,7月,2,4,0,29,0,6,140,8,0
臺南市將軍區,107,8月,9,4,0,29,0,6,140,14,0
臺南市山上區,107,1月,3,1,0,13,0,2,259,5,0
臺南市山上區,107,3月,2,1,0,13,0,2,259,4,0
臺南市山上區,107,4月,1,1,0,13,1,2,259,6,0
臺南市山上區,107,5月,1,1,0,13,0,2,259,6,0
臺南市山上區,107,7月,2,1,0,13,0,2,259,13,0
臺南市山上區,107,8月,1,1,0,13,0,2,259,7,0
臺南市左鎮區,107,1月,5,2,0,29,0,3,162,9,0
臺南市左鎮區,107,2月,1,2,0,29,0,3,162,5,0
臺南市左鎮區,107,3月,2,2,0,29,0,3,162,4,0
臺南市左鎮區,107,4月,1,2,0,29,0,3,162,5,0
臺南市左鎮區,107,5月,1,2,0,29,0,3,162,8,0
臺南市左鎮區,107,7月,1,2,0,29,0,3,162,6,0
臺南市後壁區,107,1月,6,4,1,42,0,12,230,21,0
臺南市後壁區,107,2月,3,4,0,42,2,12,230,24,0
臺南市後壁區,107,3月,12,4,0,42,0,12,230,17,0
臺南市後壁區,107,4月,5,4,0,42,0,12,230,18,0
臺南市後壁區,107,5月,9,4,0,42,2,12,230,17,0
臺南市後壁區,107,6月,5,4,0,42,2,12,230,13,0
臺南市後壁區,107,7月,7,4,0,42,1,12,230,20,0
臺南市後壁區,107,8月,2,4,1,42,1,12,230,17,0
臺南市後壁區,107,9月,1,4,1,42,1,12,230,14,0
臺南市新化區,107,1月,10,5,0,49,1,12,188,75,0
臺南市新化區,107,2月,13,5,0,49,0,12,188,53,0
臺南市新化區,107,3月,7,5,0,49,0,12,188,67,0
臺南市新化區,107,4月,8,5,0,49,1,12,188,66,0
臺南市新化區,107,5月,2,5,0,49,1,12,188,74,0
臺南市新化區,107,6月,3,5,0,49,0,12,188,56,0
臺南市新化區,107,7月,9,5,0,49,0,12,188,66,1
臺南市新化區,107,8月,6,5,0,49,0,12,188,59,0
臺南市新化區,107,9月,3,5,0,49,2,12,188,69,0
臺南市新市區,107,1月,5,2,0,34,1,6,187,89,0
臺南市新市區,107,2月,3,2,0,34,1,6,187,77,0
臺南市新市區,107,3月,4,2,0,34,0,6,187,108,0
臺南市新市區,107,4月,15,2,0,34,0,6,187,101,0
臺南市新市區,107,5月,15,2,0,34,1,6,187,110,1
臺南市新市區,107,6月,3,2,0,34,1,6,187,101,0
臺南市新市區,107,7月,8,2,0,34,2,6,187,98,0
臺南市新市區,107,8月,7,2,0,34,0,6,187,119,0
臺南市新市區,107,9月,4,2,0,34,0,6,187,103,0
臺南市新營區,107,1月,16,6,1,42,0,28,229,121,0
臺南市新營區,107,2月,9,6,1,42,2,28,229,110,1
臺南市新營區,107,3月,9,6,0,42,1,28,229,108,0
臺南市新營區,107,4月,7,6,1,42,1,28,229,121,0
臺南市新營區,107,5月,6,6,0,42,1,28,229,130,0
臺南市新營區,107,6月,12,6,1,42,3,28,229,106,0
臺南市新營區,107,7月,15,6,1,42,4,28,229,107,0
臺南市新營區,107,8月,16,6,1,42,0,28,229,119,0
臺南市新營區,107,9月,11,6,1,42,2,28,229,129,1
臺南市東山區,107,1月,10,3,0,45,0,5,146,18,0
臺南市東山區,107,2月,8,3,0,45,0,5,146,16,0
臺南市東山區,107,3月,4,3,0,45,0,5,146,17,0
臺南市東山區,107,4月,7,3,0,45,4,5,146,15,0
臺南市東山區,107,5月,3,3,0,45,0,5,146,13,1
臺南市東山區,107,6月,8,3,0,45,0,5,146,20,0
臺南市東山區,107,7月,4,3,1,45,1,5,146,21,0
臺南市東山區,107,8月,5,3,0,45,0,5,146,10,0
臺南市東山區,107,9月,5,3,0,45,3,5,146,12,0
臺南市柳營區,107,1月,7,3,1,29,1,12,247,34,1
臺南市柳營區,107,2月,1,3,0,29,0,12,247,23,0
臺南市柳營區,107,3月,6,3,0,29,0,12,247,25,0
臺南市柳營區,107,4月,3,3,0,29,3,12,247,21,0
臺南市柳營區,107,5月,4,3,0,29,1,12,247,24,0
臺南市柳營區,107,6月,4,3,0,29,0,12,247,25,0
臺南市柳營區,107,7月,8,3,0,29,0,12,247,32,0
臺南市柳營區,107,8月,6,3,0,29,0,12,247,29,0
臺南市楠西區,107,1月,3,2,0,18,0,2,194,2,0
臺南市楠西區,107,2月,3,2,0,18,0,2,194,2,0
臺南市楠西區,107,3月,4,2,0,18,0,2,194,5,0
臺南市楠西區,107,4月,2,2,0,18,0,2,194,3,0
臺南市楠西區,107,5月,3,2,0,18,0,2,194,3,0
臺南市楠西區,107,7月,1,2,0,18,0,2,194,0,0
臺南市楠西區,107,9月,3,2,0,18,0,2,194,1,0
臺南市歸仁區,107,1月,9,5,0,44,1,11,209,58,0
臺南市歸仁區,107,2月,21,5,0,44,2,11,209,57,0
臺南市歸仁區,107,3月,14,5,0,44,0,11,209,85,0
臺南市歸仁區,107,4月,9,5,1,44,2,11,209,69,1
臺南市歸仁區,107,5月,13,5,0,44,4,11,209,78,0
臺南市歸仁區,107,6月,8,5,0,44,1,11,209,88,0
臺南市歸仁區,107,7月,19,5,0,44,6,11,209,79,1
臺南市歸仁區,107,8月,6,5,1,44,1,11,209,59,1
臺南市歸仁區,107,9月,14,5,1,44,2,11,209,70,0
臺南市永康區,107,1月,83,8,1,81,10,25,247,626,1
臺南市永康區,107,2月,67,8,0,81,5,25,247,486,1
臺南市永康區,107,3月,62,8,1,81,5,25,247,613,1
臺南市永康區,107,4月,79,8,0,81,7,25,247,549,1
臺南市永康區,107,5月,33,8,0,81,7,25,247,578,0
臺南市永康區,107,6月,57,8,0,81,9,25,247,490,1
臺南市永康區,107,7月,54,8,1,81,3,25,247,498,1
臺南市永康區,107,8月,59,8,1,81,4,25,247,507,1
臺南市永康區,107,9月,23,8,1,81,6,25,247,541,1
臺南市玉井區,107,1月,4,3,0,48,0,6,183,10,0
臺南市玉井區,107,2月,5,3,0,48,0,6,183,11,0
臺南市玉井區,107,3月,2,3,0,48,1,6,183,8,0
臺南市玉井區,107,4月,4,3,0,48,0,6,183,3,0
臺南市玉井區,107,5月,5,3,1,48,0,6,183,7,0
臺南市玉井區,107,6月,1,3,0,48,0,6,183,6,0
臺南市玉井區,107,7月,2,3,0,48,0,6,183,7,0
臺南市玉井區,107,8月,2,3,1,48,0,6,183,13,0
臺南市玉井區,107,9月,1,3,1,48,1,6,183,9,0
臺南市白河區,107,1月,10,8,0,75,0,11,209,16,0
臺南市白河區,107,2月,2,8,0,75,0,11,209,27,0
臺南市白河區,107,3月,13,8,0,75,0,11,209,23,0
臺南市白河區,107,4月,13,8,1,75,3,11,209,24,0
臺南市白河區,107,5月,5,8,0,75,1,11,209,26,0
臺南市白河區,107,6月,1,8,0,75,1,11,209,29,0
臺南市白河區,107,7月,9,8,0,75,1,11,209,21,0
臺南市白河區,107,8月,5,8,0,75,1,11,209,21,0
臺南市西港區,107,1月,1,2,0,35,1,9,242,35,0
臺南市西港區,107,2月,6,2,0,35,1,9,242,33,0
臺南市西港區,107,3月,5,2,0,35,1,9,242,45,0
臺南市西港區,107,4月,8,2,0,35,0,9,242,34,0
臺南市西港區,107,5月,3,2,0,35,0,9,242,39,0
臺南市西港區,107,6月,8,2,0,35,0,9,242,42,0
臺南市西港區,107,7月,4,2,0,35,0,9,242,29,0
臺南市關廟區,107,1月,8,3,0,56,0,1,191,20,0
臺南市關廟區,107,2月,7,3,0,56,0,1,191,25,0
臺南市關廟區,107,3月,11,3,0,56,1,1,191,25,0
臺南市關廟區,107,4月,16,3,0,56,1,1,191,27,0
臺南市關廟區,107,5月,5,3,0,56,1,1,191,27,0
臺南市關廟區,107,6月,4,3,0,56,0,1,191,19,0
臺南市關廟區,107,7月,6,3,1,56,2,1,191,17,0
臺南市關廟區,107,8月,9,3,0,56,1,1,191,28,0
臺南市關廟區,107,9月,11,3,1,56,0,1,191,35,0
臺南市鹽水區,107,1月,5,3,0,46,1,12,214,36,0
臺南市鹽水區,107,2月,5,3,0,46,0,12,214,24,0
臺南市鹽水區,107,3月,2,3,0,46,1,12,214,34,0
臺南市鹽水區,107,4月,10,3,0,46,1,12,214,31,0
臺南市鹽水區,107,5月,9,3,0,46,1,12,214,29,0
臺南市鹽水區,107,6月,3,3,0,46,0,12,214,32,0
臺南市鹽水區,107,7月,4,3,0,46,0,12,214,23,0
臺南市鹽水區,107,8月,3,3,1,46,1,12,214,36,0
臺南市麻豆區,107,1月,5,5,0,69,0,18,201,80,1
臺南市麻豆區,107,2月,4,5,0,69,2,18,201,81,0
臺南市麻豆區,107,3月,4,5,0,69,0,18,201,86,0
臺南市麻豆區,107,4月,6,5,0,69,0,18,201,73,1
臺南市麻豆區,107,6月,6,5,0,69,0,18,201,73,0
臺南市麻豆區,107,7月,6,5,0,69,3,18,201,80,0
臺南市麻豆區,107,8月,6,5,1,69,0,18,201,81,0
臺南市龍崎區,107,4月,1,2,0,29,0,2,196,3,0
臺南市龍崎區,107,8月,1,2,0,29,0,2,196,3,0
臺南市南北區,107,1月,54,7,0,69,6,0,202,247,1
臺南市南北區,107,2月,21,7,1,69,15,0,202,221,1
臺南市南北區,107,3月,34,7,0,69,8,0,202,267,1
臺南市南北區,107,4月,50,7,0,69,9,0,202,260,0
臺南市南北區,107,5月,21,7,0,69,2,0,202,275,1
臺南市南北區,107,6月,32,7,0,69,7,0,202,270,0
臺南市南北區,107,7月,16,7,0,69,4,0,202,271,0
臺南市南北區,107,8月,38,7,1,69,8,0,202,267,1
臺南市南北區,107,9月,26,7,1,69,0,0,202,287,1
臺南市南南區,107,1月,46,8,1,61,2,0,251,57,1
臺南市南南區,107,2月,29,8,1,61,1,0,251,0,1
臺南市南南區,107,3月,36,8,1,61,0,0,251,0,0
臺南市南南區,107,4月,46,8,1,61,0,0,251,0,0
臺南市南南區,107,5月,22,8,0,61,1,0,251,0,0
臺南市南南區,107,6月,25,8,0,61,2,0,251,0,0
臺南市南南區,107,7月,26,8,1,61,2,0,251,0,1
臺南市南南區,107,8月,33,8,1,61,1,0,251,0,0
臺南市南南區,107,9月,15,8,1,61,2,0,251,0,0
