縣市區,年,月,毒品案件數,派出所數量,集會次數,宗教團體數,竊盜案件數,學校數,離婚筆數,交通案件數,青少年犯罪數(竊盜)
新北市三重區,107,1月,186,12,0,47,19,43,255,435,1
新北市三重區,107,2月,105,12,0,47,18,43,255,280,1
新北市三重區,107,3月,169,12,0,47,15,43,255,306,1
新北市三重區,107,4月,197,12,0,47,11,43,255,112,1
新北市三重區,107,5月,199,12,0,47,14,43,255,289,1
新北市三重區,107,6月,166,12,0,47,8,43,255,289,1
新北市三重區,107,7月,175,12,0,47,12,43,255,314,1
新北市三重區,107,8月,170,12,1,47,19,43,255,315,0
新北市三重區,107,9月,86,12,1,47,12,43,255,359,0
新北市中和區,107,1月,141,10,0,62,18,25,238,325,1
新北市中和區,107,2月,74,10,0,62,3,25,238,276,1
新北市中和區,107,3月,83,10,1,62,11,25,238,335,0
新北市中和區,107,4月,108,10,0,62,7,25,238,299,1
新北市中和區,107,5月,102,10,0,62,2,25,238,316,1
新北市中和區,107,6月,121,10,1,62,6,25,238,339,0
新北市中和區,107,7月,91,10,0,62,8,25,238,335,0
新北市中和區,107,8月,71,10,0,62,8,25,238,338,0
新北市中和區,107,9月,41,10,1,62,5,25,238,313,0
新北市五股區,107,1月,24,4,0,42,2,5,292,160,1
新北市五股區,107,2月,21,4,0,42,0,5,292,94,0
新北市五股區,107,3月,28,4,0,42,6,5,292,127,0
新北市五股區,107,4月,32,4,0,42,2,5,292,92,1
新北市五股區,107,5月,23,4,0,42,2,5,292,102,0
新北市五股區,107,6月,47,4,0,42,1,5,292,118,0
新北市五股區,107,7月,26,4,0,42,4,5,292,95,0
新北市五股區,107,8月,28,4,0,42,4,5,292,112,0
新北市五股區,107,9月,11,4,1,42,1,5,292,124,1
新北市八里區,107,1月,17,2,0,23,1,9,305,35,1
新北市八里區,107,2月,14,2,0,23,0,9,305,34,0
新北市八里區,107,3月,9,2,0,23,3,9,305,37,0
新北市八里區,107,4月,8,2,0,23,0,9,305,31,0
新北市八里區,107,5月,32,2,0,23,1,9,305,39,0
新北市八里區,107,6月,8,2,0,23,1,9,305,30,0
新北市八里區,107,7月,5,2,0,23,1,9,305,38,0
新北市八里區,107,8月,4,2,0,23,0,9,305,30,0
新北市八里區,107,9月,5,2,0,23,0,9,305,42,0
新北市土城區,107,1月,111,6,0,36,9,20,274,162,1
新北市土城區,107,2月,53,6,0,36,9,20,274,110,1
新北市土城區,107,3月,76,6,1,36,3,20,274,148,1
新北市土城區,107,4月,69,6,0,36,5,20,274,115,1
新北市土城區,107,5月,51,6,1,36,7,20,274,129,1
新北市土城區,107,6月,59,6,1,36,4,20,274,120,1
新北市土城區,107,7月,54,6,0,36,17,20,274,166,1
新北市土城區,107,8月,59,6,0,36,6,20,274,122,0
新北市土城區,107,9月,8,6,1,36,3,20,274,132,1
新北市坪林區,107,2月,1,5,0,17,0,2,184,9,0
新北市坪林區,107,3月,2,5,0,17,0,2,184,11,0
新北市坪林區,107,4月,2,5,0,17,0,2,184,8,0
新北市坪林區,107,9月,1,5,0,17,0,2,184,9,0
新北市平溪區,107,1月,3,3,0,10,0,4,147,2,0
新北市平溪區,107,3月,4,3,0,10,0,4,147,4,0
新北市平溪區,107,4月,3,3,0,10,0,4,147,6,0
新北市平溪區,107,5月,1,3,0,10,0,4,147,4,0
新北市平溪區,107,6月,1,3,0,10,0,4,147,3,0
新北市平溪區,107,8月,1,3,0,10,0,4,147,2,0
新北市新店區,107,1月,107,11,0,100,4,43,242,223,1
新北市新店區,107,2月,51,11,0,100,6,43,242,162,0
新北市新店區,107,3月,77,11,0,100,2,43,242,229,0
新北市新店區,107,4月,63,11,0,100,3,43,242,190,0
新北市新店區,107,5月,61,11,0,100,9,43,242,219,0
新北市新店區,107,6月,58,11,0,100,3,43,242,202,0
新北市新店區,107,7月,72,11,0,100,7,43,242,212,1
新北市新店區,107,8月,68,11,0,100,3,43,242,195,1
新北市新店區,107,9月,18,11,1,100,2,43,242,182,0
新北市新莊區,107,1月,121,9,0,53,8,30,251,202,1
新北市新莊區,107,2月,71,9,0,53,7,30,251,173,1
新北市新莊區,107,3月,82,9,0,53,6,30,251,206,0
新北市新莊區,107,4月,107,9,0,53,9,30,251,168,1
新北市新莊區,107,5月,86,9,0,53,6,30,251,225,1
新北市新莊區,107,6月,103,9,1,53,7,30,251,259,1
新北市新莊區,107,7月,88,9,1,53,8,30,251,208,1
新北市新莊區,107,8月,73,9,0,53,12,30,251,197,1
新北市新莊區,107,9月,50,9,1,53,10,30,251,153,1
新北市板橋區,107,1月,220,13,0,70,24,42,251,433,1
新北市板橋區,107,2月,117,13,0,70,15,42,251,428,1
新北市板橋區,107,3月,209,13,1,70,3,42,251,429,1
新北市板橋區,107,4月,148,13,1,70,9,42,251,368,1
新北市板橋區,107,5月,220,13,0,70,11,42,251,468,1
新北市板橋區,107,6月,163,13,1,70,10,42,251,436,1
新北市板橋區,107,7月,155,13,1,70,14,42,251,402,1
新北市板橋區,107,8月,123,13,0,70,20,42,251,417,1
新北市板橋區,107,9月,80,13,1,70,7,42,251,373,1
新北市林口區,107,1月,14,6,0,16,3,28,255,71,1
新北市林口區,107,2月,3,6,0,16,4,28,255,44,0
新北市林口區,107,3月,13,6,1,16,0,28,255,53,0
新北市林口區,107,4月,13,6,0,16,4,28,255,57,0
新北市林口區,107,5月,12,6,0,16,4,28,255,55,0
新北市林口區,107,6月,13,6,0,16,0,28,255,71,0
新北市林口區,107,7月,14,6,0,16,5,28,255,69,0
新北市林口區,107,8月,8,6,0,16,2,28,255,59,0
新北市林口區,107,9月,6,6,1,16,2,28,255,74,0
新北市樹林區,107,1月,52,6,0,48,7,21,269,87,1
新北市樹林區,107,2月,32,6,1,48,5,21,269,61,1
新北市樹林區,107,3月,50,6,1,48,5,21,269,98,1
新北市樹林區,107,4月,63,6,0,48,10,21,269,49,0
新北市樹林區,107,5月,55,6,0,48,7,21,269,100,1
新北市樹林區,107,6月,58,6,0,48,0,21,269,107,1
新北市樹林區,107,7月,50,6,0,48,7,21,269,85,1
新北市樹林區,107,8月,50,6,0,48,7,21,269,87,1
新北市樹林區,107,9月,23,6,1,48,5,21,269,70,1
新北市永和區,107,1月,38,7,0,26,5,19,210,206,1
新北市永和區,107,2月,44,7,0,26,5,19,210,159,0
新北市永和區,107,3月,41,7,0,26,5,19,210,188,0
新北市永和區,107,4月,38,7,0,26,7,19,210,172,1
新北市永和區,107,5月,46,7,0,26,7,19,210,199,1
新北市永和區,107,6月,29,7,0,26,3,19,210,205,0
新北市永和區,107,7月,39,7,0,26,4,19,210,210,1
新北市永和區,107,8月,36,7,0,26,3,19,210,204,1
新北市永和區,107,9月,4,7,1,26,2,19,210,205,0
新北市汐止區,107,1月,37,8,0,70,7,23,244,141,1
新北市汐止區,107,2月,16,8,1,70,5,23,244,111,0
新北市汐止區,107,3月,29,8,0,70,3,23,244,121,0
新北市汐止區,107,4月,33,8,1,70,8,23,244,111,1
新北市汐止區,107,5月,33,8,0,70,7,23,244,133,1
新北市汐止區,107,6月,27,8,0,70,7,23,244,139,0
新北市汐止區,107,7月,27,8,0,70,9,23,244,135,1
新北市汐止區,107,8月,22,8,0,70,5,23,244,149,0
新北市汐止區,107,9月,14,8,1,70,7,23,244,122,1
新北市泰山區,107,1月,13,2,0,21,2,9,276,78,1
新北市泰山區,107,2月,4,2,0,21,2,9,276,76,0
新北市泰山區,107,3月,12,2,0,21,0,9,276,67,0
新北市泰山區,107,4月,11,2,0,21,2,9,276,52,1
新北市泰山區,107,5月,13,2,0,21,6,9,276,53,0
新北市泰山區,107,6月,14,2,0,21,0,9,276,80,0
新北市泰山區,107,7月,12,2,0,21,5,9,276,49,0
新北市泰山區,107,8月,25,2,0,21,0,9,276,81,0
新北市泰山區,107,9月,8,2,0,21,2,9,276,66,0
新北市淡水區,107,1月,43,8,0,60,4,25,221,160,0
新北市淡水區,107,2月,35,8,0,60,2,25,221,87,0
新北市淡水區,107,3月,22,8,0,60,3,25,221,145,0
新北市淡水區,107,4月,22,8,0,60,9,25,221,125,1
新北市淡水區,107,5月,16,8,0,60,0,25,221,156,0
新北市淡水區,107,6月,21,8,0,60,2,25,221,130,0
新北市淡水區,107,7月,28,8,0,60,5,25,221,141,1
新北市淡水區,107,8月,23,8,0,60,2,25,221,109,0
新北市淡水區,107,9月,9,8,1,60,2,25,221,137,0
新北市深坑區,107,1月,6,1,0,17,1,2,148,12,1
新北市深坑區,107,2月,1,1,0,17,0,2,148,9,0
新北市深坑區,107,4月,3,1,0,17,2,2,148,6,0
新北市深坑區,107,5月,2,1,0,17,0,2,148,5,0
新北市深坑區,107,7月,1,1,0,17,0,2,148,5,0
新北市深坑區,107,8月,1,1,0,17,0,2,148,3,0
新北市深坑區,107,9月,3,1,0,17,0,2,148,3,0
新北市烏來區,107,1月,3,5,0,5,0,4,260,2,0
新北市烏來區,107,2月,3,5,0,5,0,4,260,1,0
新北市烏來區,107,3月,2,5,0,5,0,4,260,0,0
新北市烏來區,107,4月,1,5,0,5,0,4,260,1,0
新北市烏來區,107,5月,2,5,0,5,0,4,260,3,0
新北市烏來區,107,6月,2,5,0,5,0,4,260,1,0
新北市烏來區,107,7月,4,5,0,5,0,4,260,2,0
新北市瑞芳區,107,1月,29,10,0,57,0,19,309,13,0
新北市瑞芳區,107,2月,23,10,0,57,0,19,309,13,1
新北市瑞芳區,107,3月,22,10,0,57,1,19,309,17,0
新北市瑞芳區,107,4月,22,10,0,57,0,19,309,22,0
新北市瑞芳區,107,5月,32,10,0,57,2,19,309,23,0
新北市瑞芳區,107,6月,15,10,0,57,2,19,309,23,0
新北市瑞芳區,107,7月,15,10,0,57,0,19,309,22,0
新北市瑞芳區,107,8月,24,10,0,57,3,19,309,27,0
新北市瑞芳區,107,9月,7,10,1,57,1,19,309,14,0
新北市石碇區,107,2月,2,5,0,38,0,7,272,12,0
新北市石碇區,107,3月,1,5,0,38,0,7,272,13,0
新北市石碇區,107,8月,1,5,0,38,0,7,272,7,0
新北市石門區,107,1月,1,3,0,18,0,4,210,3,0
新北市石門區,107,2月,1,3,0,18,0,4,210,6,0
新北市石門區,107,3月,2,3,0,18,0,4,210,3,0
新北市石門區,107,4月,7,3,0,18,0,4,210,6,0
新北市石門區,107,5月,2,3,0,18,0,4,210,4,0
新北市石門區,107,6月,1,3,0,18,0,4,210,5,0
新北市石門區,107,7月,10,3,0,18,0,4,210,4,0
新北市石門區,107,8月,3,3,0,18,0,4,210,7,0
新北市萬里區,107,1月,4,4,0,42,0,9,246,8,0
新北市萬里區,107,2月,6,4,0,42,0,9,246,12,0
新北市萬里區,107,3月,5,4,0,42,1,9,246,11,0
新北市萬里區,107,4月,3,4,0,42,0,9,246,8,0
新北市萬里區,107,5月,1,4,0,42,1,9,246,15,0
新北市萬里區,107,6月,13,4,0,42,0,9,246,11,0
新北市萬里區,107,7月,10,4,0,42,0,9,246,10,0
新北市萬里區,107,8月,3,4,0,42,0,9,246,8,0
新北市萬里區,107,9月,4,4,0,42,1,9,246,15,0
新北市蘆洲區,107,1月,60,5,0,18,7,13,249,132,0
新北市蘆洲區,107,2月,44,5,0,18,6,13,249,115,0
新北市蘆洲區,107,3月,45,5,0,18,8,13,249,142,1
新北市蘆洲區,107,4月,54,5,0,18,4,13,249,119,1
新北市蘆洲區,107,5月,62,5,0,18,15,13,249,155,1
新北市蘆洲區,107,6月,36,5,0,18,5,13,249,109,1
新北市蘆洲區,107,7月,35,5,0,18,5,13,249,123,0
新北市蘆洲區,107,8月,27,5,0,18,3,13,249,158,1
新北市蘆洲區,107,9月,18,5,1,18,0,13,249,109,0
新北市貢寮區,107,2月,3,6,0,24,0,8,245,5,0
新北市貢寮區,107,7月,1,6,0,24,1,8,245,4,0
新北市貢寮區,107,8月,7,6,0,24,0,8,245,7,0
新北市金山區,107,1月,5,4,0,23,0,7,208,8,0
新北市金山區,107,2月,4,4,0,23,0,7,208,5,0
新北市金山區,107,3月,9,4,0,23,1,7,208,13,0
新北市金山區,107,4月,2,4,0,23,0,7,208,8,0
新北市金山區,107,5月,5,4,0,23,2,7,208,11,0
新北市金山區,107,6月,5,4,0,23,1,7,208,4,0
新北市金山區,107,7月,5,4,0,23,0,7,208,9,0
新北市金山區,107,8月,1,4,0,23,0,7,208,11,0
新北市雙溪區,107,1月,2,5,0,18,0,3,133,0,0
新北市雙溪區,107,2月,2,5,0,18,0,3,133,1,0
新北市雙溪區,107,6月,2,5,0,18,0,3,133,2,0
新北市鶯歌區,107,1月,19,4,0,26,8,13,285,88,0
新北市鶯歌區,107,2月,6,4,0,26,4,13,285,56,0
新北市鶯歌區,107,3月,19,4,0,26,3,13,285,78,1
新北市鶯歌區,107,4月,13,4,0,26,8,13,285,71,0
新北市鶯歌區,107,5月,21,4,0,26,4,13,285,67,0
新北市鶯歌區,107,6月,12,4,0,26,1,13,285,60,0
新北市鶯歌區,107,7月,16,4,0,26,8,13,285,67,0
新北市鶯歌區,107,8月,24,4,1,26,11,13,285,68,1
新北市鶯歌區,107,9月,6,4,1,26,1,13,285,72,0
新北市雙溪區,107,9月,0,5,1,18,0,3,133,2,0
新北市雙溪區,107,3月,0,5,1,18,0,3,133,0,0
臺中市北屯區,107,1月,66,7,0,67,3,34,238,447,1
臺中市北屯區,107,2月,40,7,0,67,9,34,238,391,1
臺中市北屯區,107,3月,75,7,0,67,3,34,238,420,0
臺中市北屯區,107,4月,61,7,0,67,5,34,238,268,1
臺中市北屯區,107,5月,24,7,0,67,8,34,238,297,1
臺中市北屯區,107,6月,51,7,1,67,2,34,238,302,0
臺中市北屯區,107,7月,40,7,1,67,4,34,238,318,1
臺中市北屯區,107,8月,51,7,1,67,4,34,238,346,1
臺中市北屯區,107,9月,36,7,1,67,3,34,238,307,0
臺中市南屯區,107,1月,21,5,0,37,0,20,225,264,1
臺中市南屯區,107,2月,13,5,0,37,4,20,225,145,0
臺中市南屯區,107,3月,23,5,0,37,2,20,225,290,1
臺中市南屯區,107,4月,20,5,0,37,0,20,225,235,0
臺中市南屯區,107,5月,25,5,0,37,1,20,225,296,0
臺中市南屯區,107,6月,14,5,1,37,0,20,225,204,1
臺中市南屯區,107,7月,25,5,0,37,2,20,225,161,1
臺中市南屯區,107,8月,15,5,0,37,1,20,225,122,1
臺中市南屯區,107,9月,10,5,1,37,0,20,225,138,1
臺中市后里區,107,1月,14,4,0,47,0,10,0,55,0
臺中市后里區,107,2月,12,4,0,47,1,10,0,42,0
臺中市后里區,107,3月,10,4,0,47,1,10,0,45,0
臺中市后里區,107,4月,5,4,0,47,0,10,0,37,0
臺中市后里區,107,5月,12,4,0,47,1,10,0,44,1
臺中市后里區,107,6月,6,4,0,47,1,10,0,65,1
臺中市后里區,107,7月,8,4,0,47,1,10,0,64,1
臺中市后里區,107,8月,8,4,0,47,1,10,0,46,0
臺中市后里區,107,9月,4,4,1,47,2,10,0,53,0
臺中市和平區,107,1月,2,15,0,13,0,10,0,2,0
臺中市和平區,107,5月,2,15,0,13,0,10,0,2,0
臺中市和平區,107,6月,1,15,0,13,0,10,0,3,0
臺中市和平區,107,8月,2,15,0,13,0,10,0,2,0
臺中市和平區,107,9月,2,15,0,13,0,10,0,2,0
臺中市外埔區,107,1月,6,2,0,13,0,6,0,16,0
臺中市外埔區,107,2月,5,2,0,13,1,6,0,11,0
臺中市外埔區,107,3月,5,2,0,13,0,6,0,21,0
臺中市外埔區,107,4月,2,2,0,13,0,6,0,22,0
臺中市外埔區,107,5月,4,2,0,13,0,6,0,26,0
臺中市外埔區,107,6月,2,2,0,13,1,6,0,33,0
臺中市外埔區,107,7月,4,2,0,13,0,6,0,29,0
臺中市外埔區,107,8月,8,2,0,13,0,6,0,24,0
臺中市外埔區,107,9月,1,2,1,13,1,6,0,14,0
臺中市中大安區,107,1月,3,2,0,23,0,9,0,6,1
臺中市中大安區,107,2月,5,2,0,23,0,9,0,9,0
臺中市中大安區,107,3月,8,2,0,23,0,9,0,8,0
臺中市中大安區,107,5月,2,2,0,23,0,9,0,19,1
臺中市中大安區,107,6月,2,2,0,23,0,9,0,8,1
臺中市中大安區,107,7月,3,2,0,23,0,9,0,13,0
臺中市中大安區,107,8月,5,2,0,23,0,9,0,11,0
臺中市中大安區,107,9月,3,2,1,23,0,9,0,10,0
臺中市大甲區,107,1月,14,4,0,21,2,24,206,52,0
臺中市大甲區,107,2月,16,4,1,21,1,24,206,50,0
臺中市大甲區,107,3月,13,4,0,21,0,24,206,81,0
臺中市大甲區,107,4月,20,4,0,21,0,24,206,67,1
臺中市大甲區,107,5月,18,4,0,21,0,24,206,62,0
臺中市大甲區,107,6月,4,4,1,21,2,24,206,112,1
臺中市大甲區,107,7月,9,4,0,21,3,24,206,80,1
臺中市大甲區,107,8月,11,4,1,21,2,24,206,69,1
臺中市大甲區,107,9月,4,4,0,21,0,24,206,68,1
臺中市大肚區,107,1月,7,3,0,28,1,8,0,48,1
臺中市大肚區,107,2月,5,3,0,28,0,8,0,58,0
臺中市大肚區,107,3月,7,3,0,28,0,8,0,45,0
臺中市大肚區,107,4月,4,3,0,28,0,8,0,60,0
臺中市大肚區,107,5月,9,3,0,28,0,8,0,50,0
臺中市大肚區,107,6月,3,3,0,28,2,8,0,32,0
臺中市大肚區,107,7月,4,3,0,28,2,8,0,45,1
臺中市大肚區,107,8月,5,3,0,28,1,8,0,48,0
臺中市大肚區,107,9月,3,3,1,28,1,8,0,52,0
臺中市大里區,107,1月,50,6,0,46,0,35,0,168,1
臺中市大里區,107,2月,14,6,0,46,1,35,0,151,1
臺中市大里區,107,3月,30,6,0,46,1,35,0,269,1
臺中市大里區,107,4月,21,6,0,46,1,35,0,240,1
臺中市大里區,107,5月,19,6,0,46,4,35,0,213,1
臺中市大里區,107,6月,19,6,0,46,1,35,0,92,1
臺中市大里區,107,7月,21,6,1,46,0,35,0,95,1
臺中市大里區,107,8月,33,6,0,46,3,35,0,202,0
臺中市大里區,107,9月,14,6,1,46,1,35,0,89,1
臺中市大雅區,107,1月,15,2,0,25,1,13,0,157,1
臺中市大雅區,107,2月,6,2,0,25,4,13,0,95,1
臺中市大雅區,107,3月,9,2,0,25,3,13,0,144,0
臺中市大雅區,107,4月,12,2,1,25,1,13,0,103,0
臺中市大雅區,107,5月,7,2,0,25,2,13,0,123,0
臺中市大雅區,107,6月,10,2,0,25,0,13,0,151,0
臺中市大雅區,107,7月,16,2,0,25,2,13,0,163,1
臺中市大雅區,107,8月,11,2,0,25,2,13,0,157,1
臺中市大雅區,107,9月,10,2,1,25,2,13,0,135,1
臺中市太平區,107,1月,55,6,0,58,2,29,0,146,1
臺中市太平區,107,2月,17,6,0,58,1,29,0,137,1
臺中市太平區,107,3月,31,6,0,58,1,29,0,223,0
臺中市太平區,107,4月,24,6,1,58,6,29,0,158,0
臺中市太平區,107,5月,25,6,0,58,5,29,0,178,1
臺中市太平區,107,6月,26,6,0,58,1,29,0,169,0
臺中市太平區,107,7月,20,6,1,58,3,29,0,164,0
臺中市太平區,107,8月,14,6,0,58,4,29,0,165,1
臺中市太平區,107,9月,10,6,1,58,0,29,0,191,0
臺中市新社區,107,1月,4,4,0,30,0,11,0,17,0
臺中市新社區,107,2月,7,4,0,30,0,11,0,19,0
臺中市新社區,107,3月,2,4,0,30,1,11,0,13,0
臺中市新社區,107,4月,2,4,0,30,0,11,0,6,0
臺中市新社區,107,5月,1,4,0,30,0,11,0,10,0
臺中市新社區,107,6月,6,4,0,30,0,11,0,8,0
臺中市新社區,107,7月,2,4,0,30,0,11,0,16,0
臺中市新社區,107,9月,2,4,1,30,1,11,0,16,0
臺中市東勢區,107,1月,10,5,0,45,0,20,195,30,0
臺中市東勢區,107,2月,13,5,0,45,1,20,195,27,1
臺中市東勢區,107,3月,27,5,0,45,1,20,195,38,0
臺中市東勢區,107,4月,17,5,0,45,0,20,195,18,0
臺中市東勢區,107,5月,5,5,0,45,1,20,195,14,1
臺中市東勢區,107,6月,10,5,0,45,0,20,195,29,0
臺中市東勢區,107,7月,7,5,0,45,0,20,195,26,0
臺中市東勢區,107,8月,4,5,0,45,1,20,195,14,0
臺中市東勢區,107,9月,4,5,1,45,1,20,195,27,0
臺中市梧棲區,107,1月,17,2,0,35,0,12,194,88,0
臺中市梧棲區,107,2月,17,2,0,35,1,12,194,67,0
臺中市梧棲區,107,3月,12,2,0,35,1,12,194,85,0
臺中市梧棲區,107,4月,13,2,0,35,1,12,194,71,0
臺中市梧棲區,107,5月,3,2,0,35,2,12,194,98,1
臺中市梧棲區,107,6月,4,2,0,35,1,12,194,75,0
臺中市梧棲區,107,7月,17,2,0,35,0,12,194,83,0
臺中市梧棲區,107,8月,6,2,0,35,3,12,194,76,0
臺中市梧棲區,107,9月,9,2,1,35,1,12,194,97,0
臺中市沙鹿區,107,1月,28,4,0,44,3,15,201,181,0
臺中市沙鹿區,107,2月,28,4,0,44,2,15,201,138,0
臺中市沙鹿區,107,3月,20,4,0,44,2,15,201,176,1
臺中市沙鹿區,107,4月,23,4,0,44,1,15,201,156,1
臺中市沙鹿區,107,5月,13,4,1,44,1,15,201,182,1
臺中市沙鹿區,107,6月,28,4,0,44,0,15,201,197,1
臺中市沙鹿區,107,7月,19,4,0,44,1,15,201,119,1
臺中市沙鹿區,107,8月,18,4,0,44,0,15,201,124,0
臺中市沙鹿區,107,9月,10,4,1,44,1,15,201,161,1
臺中市清水區,107,1月,19,6,0,62,1,21,197,96,1
臺中市清水區,107,2月,12,6,0,62,0,21,197,81,0
臺中市清水區,107,3月,8,6,0,62,1,21,197,92,0
臺中市清水區,107,4月,12,6,0,62,2,21,197,93,1
臺中市清水區,107,5月,15,6,0,62,3,21,197,106,0
臺中市清水區,107,6月,15,6,0,62,0,21,197,85,0
臺中市清水區,107,7月,16,6,0,62,2,21,197,57,1
臺中市清水區,107,8月,2,6,0,62,1,21,197,76,1
臺中市清水區,107,9月,5,6,1,62,0,21,197,85,0
臺中市潭子區,107,1月,16,3,0,22,0,15,0,127,0
臺中市潭子區,107,2月,13,3,0,22,4,15,0,107,0
臺中市潭子區,107,3月,17,3,0,22,0,15,0,131,0
臺中市潭子區,107,4月,8,3,0,22,0,15,0,122,0
臺中市潭子區,107,5月,11,3,0,22,0,15,0,132,0
臺中市潭子區,107,6月,17,3,0,22,0,15,0,124,0
臺中市潭子區,107,7月,14,3,0,22,0,15,0,114,1
臺中市潭子區,107,8月,11,3,1,22,2,15,0,128,0
臺中市潭子區,107,9月,2,3,1,22,2,15,0,117,0
臺中市烏日區,107,1月,10,5,0,34,1,15,0,139,0
臺中市烏日區,107,2月,7,5,1,34,0,15,0,119,0
臺中市烏日區,107,3月,7,5,0,34,0,15,0,149,0
臺中市烏日區,107,4月,15,5,0,34,2,15,0,150,0
臺中市烏日區,107,5月,18,5,0,34,0,15,0,119,0
臺中市烏日區,107,6月,6,5,0,34,1,15,0,115,0
臺中市烏日區,107,7月,8,5,1,34,1,15,0,106,0
臺中市烏日區,107,8月,7,5,1,34,2,15,0,117,0
臺中市烏日區,107,9月,1,5,1,34,1,15,0,101,0
臺中市石岡區,107,1月,3,2,0,21,0,3,0,18,0
臺中市石岡區,107,2月,4,2,0,21,0,3,0,14,0
臺中市石岡區,107,3月,2,2,0,21,0,3,0,12,0
臺中市石岡區,107,4月,1,2,0,21,0,3,0,2,0
臺中市石岡區,107,5月,1,2,0,21,1,3,0,8,1
臺中市石岡區,107,6月,1,2,0,21,0,3,0,10,0
臺中市石岡區,107,7月,1,2,0,21,0,3,0,14,0
臺中市石岡區,107,8月,4,2,0,21,1,3,0,8,0
臺中市神岡區,107,1月,10,2,0,28,1,7,0,102,0
臺中市神岡區,107,2月,3,2,0,28,0,7,0,72,0
臺中市神岡區,107,3月,7,2,0,28,0,7,0,48,0
臺中市神岡區,107,4月,13,2,0,28,2,7,0,48,1
臺中市神岡區,107,5月,3,2,0,28,5,7,0,40,0
臺中市神岡區,107,6月,19,2,0,28,3,7,0,51,0
臺中市神岡區,107,7月,4,2,0,28,3,7,0,34,1
臺中市神岡區,107,8月,6,2,1,28,2,7,0,50,1
臺中市神岡區,107,9月,3,2,1,28,1,7,0,42,0
臺中市西屯區,107,1月,80,8,0,36,2,33,222,534,1
臺中市西屯區,107,2月,43,8,0,36,3,33,222,417,1
臺中市西屯區,107,3月,63,8,0,36,3,33,222,526,1
臺中市西屯區,107,4月,46,8,1,36,2,33,222,481,1
臺中市西屯區,107,5月,58,8,0,36,4,33,222,552,1
臺中市西屯區,107,6月,64,8,0,36,5,33,222,478,0
臺中市西屯區,107,7月,69,8,1,36,4,33,222,439,1
臺中市西屯區,107,8月,52,8,1,36,6,33,222,390,1
臺中市西屯區,107,9月,38,8,1,36,2,33,222,530,1
臺中市豐原區,107,1月,39,7,1,100,4,22,219,131,1
臺中市豐原區,107,2月,26,7,0,100,8,22,219,144,0
臺中市豐原區,107,3月,35,7,1,100,1,22,219,86,0
臺中市豐原區,107,4月,32,7,1,100,6,22,219,74,0
臺中市豐原區,107,5月,28,7,0,100,7,22,219,41,1
臺中市豐原區,107,6月,16,7,0,100,3,22,219,23,0
臺中市豐原區,107,7月,17,7,0,100,1,22,219,21,0
臺中市豐原區,107,8月,22,7,1,100,7,22,219,15,1
臺中市豐原區,107,9月,9,7,1,100,3,22,219,24,0
臺中市霧峰區,107,1月,13,5,0,44,1,9,0,70,0
臺中市霧峰區,107,2月,5,5,0,44,1,9,0,63,0
臺中市霧峰區,107,3月,12,5,0,44,0,9,0,115,0
臺中市霧峰區,107,4月,8,5,0,44,0,9,0,113,1
臺中市霧峰區,107,5月,3,5,1,44,0,9,0,116,1
臺中市霧峰區,107,6月,8,5,0,44,0,9,0,46,0
臺中市霧峰區,107,7月,15,5,0,44,2,9,0,40,1
臺中市霧峰區,107,8月,4,5,0,44,1,9,0,63,0
臺中市霧峰區,107,9月,3,5,1,44,1,9,0,31,0
臺中市龍井區,107,1月,8,5,0,42,3,12,0,130,1
臺中市龍井區,107,2月,6,5,0,42,1,12,0,101,1
臺中市龍井區,107,3月,6,5,0,42,1,12,0,125,0
臺中市龍井區,107,4月,13,5,0,42,0,12,0,119,0
臺中市龍井區,107,5月,5,5,0,42,3,12,0,100,0
臺中市龍井區,107,6月,8,5,0,42,0,12,0,79,0
臺中市龍井區,107,7月,8,5,1,42,1,12,0,78,0
臺中市龍井區,107,8月,8,5,0,42,1,12,0,99,0
臺中市龍井區,107,9月,2,5,1,42,1,12,0,107,0
臺中市中區,107,1月,21,2,0,12,1,1,301,72,0
臺中市中區,107,2月,18,2,0,12,1,1,301,51,1
臺中市中區,107,3月,16,2,0,12,2,1,301,65,0
臺中市中區,107,4月,37,2,0,12,0,1,301,61,0
臺中市中區,107,5月,12,2,0,12,4,1,301,59,1
臺中市中區,107,6月,13,2,0,12,0,1,301,59,0
臺中市中區,107,7月,25,2,0,12,0,1,301,52,0
臺中市中區,107,8月,14,2,0,12,1,1,301,48,0
臺中市中區,107,9月,8,2,1,12,2,1,301,41,0
臺中市中北區,107,1月,86,6,1,49,4,0,265,336,1
臺中市中北區,107,2月,56,6,0,49,1,0,265,187,1
臺中市中北區,107,3月,85,6,0,49,6,0,265,274,1
臺中市中北區,107,4月,98,6,0,49,5,0,265,262,1
臺中市中北區,107,5月,66,6,0,49,8,0,265,315,1
臺中市中北區,107,6月,57,6,1,49,6,0,265,149,1
臺中市中北區,107,7月,60,6,0,49,3,0,265,199,1
臺中市中北區,107,8月,39,6,1,49,2,0,265,249,1
臺中市中北區,107,9月,23,6,1,49,4,0,265,262,1
臺中市中南區,107,1月,21,4,0,28,3,0,226,240,1
臺中市中南區,107,2月,10,4,0,28,2,0,226,171,1
臺中市中南區,107,3月,10,4,1,28,1,0,226,195,0
臺中市中南區,107,4月,14,4,1,28,2,0,226,188,1
